"spp","spp_num","common_name","sci_name","Nobs","birdofprey","hummingbird","woodpecker","waterfowl","shorebirds","waterbird_guild","SGCN","ESA","MEXFED","USFS","BLM","Mass","Hand.Wing.Index","dietdiv","effect_urb","effect_temp","effect_tempint","effect_veg","effect_vegint","dynamic","effect_highertemp","effect_lessgreen","mean_effect_urb","median_effect_urb","low95_effect_urb","upp95_effect_urb","low90_effect_urb","upp90_effect_urb","mean_effect_temp","median_effect_temp","low95_effect_temp","upp95_effect_temp","low90_effect_temp","upp90_effect_temp","mean_effect_tempint","median_effect_tempint","low95_effect_tempint","upp95_effect_tempint","low90_effect_tempint","upp90_effect_tempint","mean_effect_veg","median_effect_veg","low95_effect_veg","upp95_effect_veg","low90_effect_veg","upp90_effect_veg","mean_effect_vegint","median_effect_vegint","low95_effect_vegint","upp95_effect_vegint","low90_effect_vegint","upp90_effect_vegint","mean_theta","median_theta","low95_theta","upp95_theta","low90_theta","upp90_theta","order_urbeffect","order_tempeffect","order_vegeffect","order_mass","order_HWI","order_dietdiv","order_theta"
"BWTE",30,"Blue-winged Teal","Spatula discors",3,0,0,0,1,0,"Dabbler",NA,NA,NA,NA,NA,359.4,53.8,0.89794572485678,"Neutral","Neutral","Neutral","Positive","Neutral","Y",NA,"Lower overall occupancy",-0.447176410555997,-0.441862201879267,-1.4630278851103,0.524029815750418,-1.29155671578879,0.366000555961901,0.250526631184797,0.248482222305954,-0.379339475520125,0.891595533682702,-0.279789967599326,0.784621635969956,-0.416745717401995,-0.412230660301128,-1.05558116862165,0.208382338446972,-0.95187843549461,0.104494691549868,0.579248454674406,0.569588981105064,-0.0240695460316055,1.23936300837239,0.0730048371387914,1.12079106722777,-0.0836340289958592,-0.0834363616279603,-0.67918422068358,0.510479851402223,-0.578082289497328,0.409375029310915,0.930454029414471,0.969053932660745,0.602619134660622,0.998093962610072,0.722312947064695,0.996977559460899,"66","93","130","106","132","99","20"
"CACW",31,"Cactus Wren","Campylorhynchus brunneicapillus",317,0,0,0,0,0,NA,2,NA,NA,NA,NA,38.9,13.7,0.801818552543337,"Avoider","Neutral","Negative","Negative","Neutral","Y","Less urban-associated","Higher overall occupancy",-0.526485286540897,-0.52578635982415,-0.836984758070241,-0.218849526252491,-0.786897765271979,-0.268073551412039,-0.0583877111167698,-0.0584801248477514,-0.413285238814811,0.297828266512563,-0.356551117461218,0.238599554730595,-0.337744306415408,-0.336968744701333,-0.647021975176286,-0.0347699356350596,-0.596061827642905,-0.0846462368805485,-0.49517934636586,-0.493234926451969,-0.82168683086496,-0.1781212541845,-0.767420450956549,-0.229098658731928,0.250186856368616,0.245742293356066,-0.0634758278932983,0.589481604108558,-0.0153934486619948,0.531341379069923,0.985391015364091,0.986691425722608,0.968284689775681,0.99483494693822,0.97239908295823,0.993924826994981,"57","16","3","65","7","82","67"
"CAEG",32,"Cattle Egret","Bubulcus ibis",6,0,0,0,0,0,"Wading Bird",NA,NA,NA,NA,NA,366,29.9,1.22752941145721,"Neutral","Neutral","Neutral","Positive","Neutral","Y",NA,"Lower overall occupancy",-0.209206801716527,-0.209842278306489,-1.02291535473687,0.597297131041101,-0.889998292937616,0.468771383756061,0.318985851538583,0.315641057056169,-0.287775153251977,0.941295770884841,-0.188381453591128,0.840152988252114,-0.463367821348146,-0.460830735294877,-1.09269064627781,0.145990553856538,-0.981455242287096,0.0452056505946216,0.573345528044643,0.55706050708167,0.0100661311029876,1.2298562434711,0.0941679872827538,1.11381436843751,-0.119734829371126,-0.119034258728748,-0.690539213906824,0.434142451149497,-0.596489953015165,0.346820637192744,0.990017635869512,0.995547679987923,0.948400165430246,0.999558204213882,0.966549901776616,0.999336152433229,"91","114","129","107","79","124","111"
"CANG",33,"Canada Goose","Branta canadensis",42,0,0,0,1,0,"Dabbler",NA,NA,NA,NA,NA,2811.7,49.4,0.325082973391448,"Neutral","Neutral","Negative","Positive","Neutral","Y","Less urban-associated","Lower overall occupancy",0.102882180590118,0.100483989767931,-0.451840092974519,0.672520178877371,-0.358967078696865,0.572426553771397,0.260344612465401,0.257917954635443,-0.216655417046431,0.748179122057079,-0.141483508234289,0.669278028153493,-0.494593714430647,-0.491582362544124,-1.00026316034531,0.000259999038861522,-0.917801032923969,-0.0826840476628159,0.490017630768562,0.489948510410048,0.0890443267272528,0.892980104559654,0.155030805259695,0.827887133572388,0.130631098032238,0.127061176208406,-0.314674117294133,0.593479028298741,-0.242296985710261,0.517699583378418,0.990092331282658,0.992118648298921,0.969975862111886,0.998384445808177,0.975655348236277,0.997860296902699,"119","98","124","138","124","37","89"
"CANT",34,"Canyon Towhee","Melozone fusca",15,0,0,0,0,0,NA,2,NA,NA,NA,NA,44.4,13.1,0.500402423538188,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.908026079965417,-0.895185264823559,-1.6483544742686,-0.235990983939098,-1.51769392870429,-0.337178039271025,-0.0525527681355287,-0.0513378850353083,-0.597553888836998,0.486236272702674,-0.512445098844255,0.401904780512959,-0.269188381587754,-0.267117869150033,-0.795428649863046,0.249774652108673,-0.706259705329441,0.165259468103742,-0.22014825428014,-0.213890252371118,-0.745678773063867,0.280743413140357,-0.658197326134466,0.205400235866478,-0.0926299549756809,-0.0958356092433024,-0.571997488267648,0.408598487065015,-0.499489612047804,0.324893540239106,0.982895137915176,0.990261858908455,0.919805891049074,0.999281945522847,0.943546849564054,0.998839607389757,"22","20","10","71","6","44","80"
"CAVI",35,"Cassin's Vireo","Vireo cassinii",2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14.7,27.9,0.801818552543337,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.253317797376927,-0.245651785855979,-1.25743981386332,0.706531678136645,-1.07771325954456,0.550920387241833,0.0855347253984738,0.0871704982416542,-0.530920974953507,0.692709886995958,-0.425922651890224,0.594442609628563,0.0328198975606812,0.0317801727725173,-0.564605524818897,0.646905971697542,-0.467802435355243,0.540980794986452,0.0485486017295477,0.0491354005962256,-0.56224154327052,0.655731454739116,-0.459111976868425,0.553906911045788,-0.100373404446682,-0.100987645472493,-0.658489553257361,0.461787125841825,-0.56947433521125,0.374571125356712,0.945803788874313,0.97761815478538,0.677919317548415,0.998755369615079,0.779528807999709,0.997979008346414,"81","41","49","32","73","89","41"
"CBTH",36,"Curve-billed Thrasher","Toxostoma curvirostre",408,0,0,0,0,0,NA,NA,NA,NA,NA,NA,80.5,17.7,1.02965301406457,"Neutral","Neutral","Neutral","Neutral","Positive","Y",NA,"Less urban-associated",0.133368672260811,0.132631537151694,-0.152050516464201,0.424515919327113,-0.105672806806322,0.37763577026216,0.166630548936934,0.166174111860446,-0.172483166500466,0.506176199063442,-0.119794895267273,0.451927951839295,0.0888915972483321,0.0887523548690094,-0.205340074238405,0.384602274973163,-0.156587790943909,0.335143061184227,0.0335845552465417,0.0345475743889989,-0.233963047230793,0.297014313347763,-0.190667005302283,0.254942914557245,0.409045287751174,0.405393842095496,0.136371308205522,0.700296316102101,0.177104894881444,0.651345075083894,0.984959347543497,0.987091551246438,0.961411175660633,0.996107392716892,0.967348066058385,0.995267621281412,"121","67","47","86","19","113","69"
"CHSP",37,"Chipping Sparrow","Spizella passerina",16,0,0,0,0,0,NA,3,NA,NA,NA,NA,12.2,24.2,0.673011667009257,"Avoider","Positive","Neutral","Neutral","Neutral","Y","Higher overall occupancy",NA,-0.714437263126189,-0.700760389241715,-1.37290602675709,-0.128362885551078,-1.25459148691406,-0.218494746050298,0.541627784302637,0.534643477943165,0.00808945560941936,1.11412627775881,0.090521060174055,1.01523958456034,-0.298295398423965,-0.298291998020784,-0.82911616313985,0.234639034793504,-0.740736644074871,0.145348221112746,-0.101418181772904,-0.100808183246862,-0.62273574793476,0.407904676152573,-0.533547172256373,0.325264095268102,0.070885026186337,0.065908132134535,-0.433636833572027,0.600159992831298,-0.351301420244835,0.510168024413042,0.973663889456238,0.988034112149842,0.849487539967842,0.998417470092135,0.907613246307149,0.997833654128542,"46","137","23","26","52","69","74"
"CITE",38,"Cinnamon Teal","Spatula cyanoptera",10,0,0,0,1,0,"Dabbler",NA,NA,NA,NA,NA,377.5,51,1.02965301406457,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.151110903192746,-0.15131951932754,-0.905730769605221,0.602287743859719,-0.788280397730614,0.479873514705887,0.116272851201815,0.117627988858404,-0.469685254609863,0.703591003455496,-0.373750023367235,0.603884662037269,-0.242719163246422,-0.243326633789576,-0.829684485736033,0.345267539970166,-0.736863485764429,0.247265761187998,0.372757009281635,0.37195947199386,-0.126423326000132,0.874956550493343,-0.0430164197087843,0.793403623414561,-0.0600758805720715,-0.065073239891669,-0.565048087855743,0.464400674775312,-0.48384872200101,0.377159309546535,0.999104902185175,0.999481718446447,0.996014242793245,0.999944218561988,0.997164274964689,0.999916941014386,"95","46","112","110","128","117","139"
"CLSW",39,"Cliff Swallow","Petrochelidon pyrrhonota",23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,21.6,49,0,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,0.155120300664426,0.150345085100057,-0.395582049561485,0.717496834995347,-0.302477286676232,0.627368250023183,0.251012174208208,0.248578312366816,-0.263220281417453,0.77718540422512,-0.182617477847486,0.688991684607908,-0.329222061442107,-0.325571197651955,-0.863733803459722,0.184991211185076,-0.776104356800687,0.101831188682004,0.0888138612646599,0.0889163290983623,-0.367792560832558,0.543434090752543,-0.290723356920488,0.467119765964188,-0.0491763463453256,-0.0535384376235513,-0.485730121821641,0.411511632791181,-0.41478552246945,0.327021902318727,0.99083618724671,0.995318182204946,0.95292709973064,0.999461497315585,0.966444229091639,0.99924568274256,"122","94","61","44","122","21","109"
"COGA",40,"Common Gallinule","Gallinula galeata",18,0,0,0,0,0,"Marsh Bird",3,NA,NA,NA,NA,339.6,32.4,1.74806734854609,"Avoider","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.887638395539881,-0.875499788719763,-1.7328027423221,-0.0891122923322115,-1.60111605877363,-0.220196277118885,0.254549389872257,0.251281513317007,-0.3023238799198,0.836628466692707,-0.215193793437957,0.736252268352693,-0.476008930769949,-0.472288206084017,-1.05369237434427,0.0751756363848962,-0.955503912603414,-0.0140744255479175,0.268285675825358,0.269739957418221,-0.226896072732842,0.757526767855784,-0.145890938590074,0.675897727979995,-0.219464924003139,-0.22439683148128,-0.693174060490732,0.276365439593699,-0.621183196606118,0.196305785669524,0.991368433429896,0.993865573525877,0.968655401869865,0.998947903837805,0.975879115116812,0.998564555527298,"23","95","98","104","88","137","98"
"COHA",41,"Cooper's Hawk","Accipiter cooperii",15,1,0,0,0,0,NA,NA,NA,"PR",NA,NA,429.7,32.3,0.325082973391448,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.748809420126888,-0.73627930462247,-1.43980235579604,-0.12821086674556,-1.31673335772763,-0.222752400067617,0.240287992201549,0.23912824876752,-0.312014917885008,0.801869175309303,-0.219318654139447,0.705568609535816,-0.411708652376225,-0.409313217889018,-0.969037525481039,0.126805998724086,-0.87350111086038,0.0394243059180946,0.00219439405044213,0.000612174640770319,-0.514752025611162,0.526929779153794,-0.427491425864656,0.433634117913672,-0.0097990009934834,-0.0112811522420613,-0.519801645444256,0.507907334040011,-0.435154788781812,0.418041585578821,0.854352503264199,0.913417673829857,0.381428280155799,0.996855420545014,0.499665690915851,0.993950667772343,"43","90","32","113","87","31","4"
"COHU",42,"Costa's Hummingbird","Calypte costae",101,0,1,0,0,0,NA,2,NA,NA,NA,NA,3.1,65.7,0.325082973391448,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.384251645346742,-0.380638058596743,-0.776143969857698,-0.00942638099787214,-0.707878372898426,-0.0685732218340197,0.348722611700154,0.348136051125822,-0.0912927237148916,0.793937042986922,-0.0188574703564995,0.719086584230598,0.0593122071640073,0.0596007203671704,-0.350139508292741,0.466037215273527,-0.284031526753974,0.398740405794246,-0.0462338960246126,-0.0464007436223844,-0.403429841248386,0.306282153605721,-0.34170813359546,0.248738182618976,0.255002732855732,0.24812334020135,-0.0965871720237639,0.645534541094965,-0.0417101686114942,0.576525400757448,0.987840181523388,0.993473134916724,0.940413195216126,0.998895107493884,0.957179171411296,0.998539556713964,"71","122","28","1","139","41","96"
"CORA",43,"Common Raven","Corvus corax",178,0,0,0,0,0,NA,NA,NA,NA,NA,NA,928,39.8,2.02532622077007,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.782695265704376,-0.782014183701173,-1.14432261426375,-0.432392087854674,-1.08344785660851,-0.488858561965269,-0.21326039856547,-0.211829286936985,-0.615865911551666,0.182372090899826,-0.550642803267739,0.116625668484188,0.0935744720960748,0.0921487981451962,-0.269290838437452,0.465448910336683,-0.210203810888384,0.402308382534128,-0.227992978406566,-0.228354528491616,-0.545983555777363,0.0875323109700701,-0.492580166430135,0.0376891186422733,-0.125567098589209,-0.130435726530564,-0.439920903750533,0.206239388806467,-0.390028483414598,0.149959307316397,0.981604625484572,0.98336054243351,0.958857460660942,0.993977712228326,0.964522681212638,0.992803896288293,"34","5","8","128","109","139","57"
"COYE",44,"Common Yellowthroat","Geothlypis trichas",86,0,0,0,0,0,NA,NA,NA,NA,NA,NA,9.5,16.1,0,"Avoider","Positive","Neutral","Neutral","Negative","Y","Higher overall occupancy","More urban-associated",-0.580156346918629,-0.577274221991644,-1.05134990182963,-0.116974142773264,-0.976666875088542,-0.189831318223948,0.468914727451005,0.464424456474452,0.00331257306236397,0.960044503101198,0.0765360211337032,0.877237541972863,-0.245041735245876,-0.244786522989914,-0.678181197785138,0.189759933548503,-0.607918771458789,0.119780813559999,0.0520637708943016,0.0510006039408553,-0.297265586925082,0.405608199502018,-0.241076585494745,0.348317004333894,-0.449877226970244,-0.453929778808757,-0.789052572852084,-0.0867302395005369,-0.739099295715803,-0.146660297646172,0.995317786394659,0.996039454964398,0.987592934969677,0.998871449047909,0.989617171149403,0.998598753635992,"52","135","51","16","13","2","112"
"DCCO",45,"Double-crested Cormorant","Nannopterum auritum",77,0,0,0,0,0,"Fish eating",NA,NA,NA,NA,NA,1806.5,40.8,0,"Neutral","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.221103064810646,-0.22046224393487,-0.666433744834696,0.225095035886343,-0.591910868166488,0.148498336427098,0.12546897597256,0.1237048543851,-0.32551689302397,0.588131340614173,-0.25593115543498,0.514801275562898,-0.588030370936278,-0.585955405974846,-1.04757320746106,-0.142256960065673,-0.97545278081736,-0.210520084889264,0.286379252159892,0.287194068107601,-0.071364783857814,0.636654928662602,-0.0102345210634076,0.582312461823245,-0.0885056066264193,-0.0933331995125618,-0.450814934673462,0.297370281563469,-0.395436983328296,0.233260570264338,0.99337103317084,0.994322621788365,0.982731311755796,0.998445390909152,0.985413454413456,0.998059885532595,"87","47","106","135","112","19","101"
"DEJU",46,"Dark-eyed Junco","Junco hyemalis",2,0,0,0,0,0,NA,NA,NA,"|",NA,NA,19.5,21.9,0.610864302054894,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.660389184515264,-0.651718714372362,-1.6859771247344,0.29193977595193,-1.50253865440757,0.142428447479357,0.127682733017361,0.127906597494022,-0.500829315048683,0.751377148087363,-0.39620271183701,0.64865084657957,-0.202276610335023,-0.199919852976038,-0.818813052700545,0.403607452948474,-0.716615642399561,0.301893119507331,-0.055316896744487,-0.0499649915191781,-0.691705206806517,0.54808608392592,-0.583181157154193,0.451587939987769,-0.0248425561414216,-0.0292872939399473,-0.595668487478952,0.560535369232353,-0.501010071270135,0.468285713756256,0.951823275413245,0.982699959956217,0.69080169981016,0.999249683725407,0.796898138961724,0.998732087557705,"50","48","27","40","35","56","55"
"EUCD",47,"Eurasian Collared-Dove","Streptopelia decaocto",116,0,0,0,0,0,NA,NA,NA,NA,NA,NA,149,36.1,1.27985422583367,"Adapter","Neutral","Neutral","Neutral","Neutral","N",NA,NA,0.94227689434849,0.935848964506692,0.431373562222708,1.48900535228341,0.511739715779803,1.40002715419237,0.384587464714939,0.382763671719125,-0.0837250212659122,0.872520309763808,-0.00995105993615519,0.786464595882643,-0.203184103234818,-0.20080140470226,-0.681886176716802,0.261517284364526,-0.602084248490053,0.186375576073291,0.0570269626562186,0.059935104489357,-0.343495902397045,0.439111587385543,-0.276131474496602,0.381681352314374,-0.0279528921493883,-0.0312367118457123,-0.383420624104518,0.344849237039126,-0.325673812687654,0.283582780490131,0.99525926287762,0.99630945154579,0.985037277341703,0.999348472846921,0.987756705878042,0.999126423304377,"135","129","55","95","99","128","116"
"EUST",48,"European Starling","Sturnus vulgaris",396,0,0,0,0,0,NA,NA,NA,NA,NA,NA,77.1,38.4,1.69574253416963,"Adapter","Positive","Neutral","Positive","Positive","Y","Higher overall occupancy","Less urban-associated, lower overall occupancy",0.932327344793151,0.92962866541699,0.624859496230635,1.25670457367137,0.673347495791493,1.20261468638926,0.370582855089551,0.369271699552277,0.0347846467330556,0.7180959396913,0.0874394285933507,0.660763933939739,0.0128028637293737,0.0143249508163805,-0.287686996042037,0.305403183245076,-0.238511082319692,0.259348872645985,0.48137105222942,0.481168815373369,0.241957671497435,0.718494512207142,0.281514907202091,0.681165905144885,0.279408472888302,0.278710325341169,0.0404845918697179,0.526729771766575,0.0784390581603335,0.484560811732471,0.962919192245843,0.965807399646974,0.920909159878596,0.987913293149921,0.930285703970028,0.985365387242666,"134","126","123","85","106","136","16"
"GADW",49,"Gadwall","Mareca strepera",3,0,0,0,1,0,"Dabbler",NA,NA,NA,NA,NA,915.6,54.8,0.610864302054894,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,0.170226212300553,0.16388214018944,-0.75588855307045,1.1192732631246,-0.602479856181066,0.959678470027546,0.188161687596192,0.187162273769006,-0.437954195187045,0.826618115672391,-0.339996936532484,0.718394167322034,-0.316525267604228,-0.315244041349653,-0.953384180044649,0.306435221545183,-0.844395908193986,0.208949737656515,0.244270566400114,0.24850734694337,-0.366096970762888,0.83473137369567,-0.263181605534222,0.740591682113959,0.0436436997152165,0.0385580754897084,-0.524529567326449,0.640156632711605,-0.433586014475861,0.537524817899027,0.937198297737193,0.973075827332389,0.639019100623259,0.998292018788784,0.749374489621533,0.997324544658322,"124","76","93","127","133","62","29"
"GAQU",50,"Gambel's Quail","Callipepla gambelii",426,0,0,0,0,0,NA,NA,NA,NA,NA,NA,166,28.4,0.943348392329039,"Avoider","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.460465697981283,-0.458582700970907,-0.778567960144969,-0.152221027875476,-0.726620174998149,-0.200944909348881,-0.0528172242587978,-0.0531979592878194,-0.402416199030361,0.295723936802799,-0.344646263724442,0.239068393433715,-0.352082201613484,-0.350757094750446,-0.658189209858595,-0.0527314960076921,-0.605655174860032,-0.0998380562493568,-0.128492622538168,-0.127209198359579,-0.422020690186146,0.158256454889904,-0.37339471202275,0.113403926859466,0.187893226345431,0.184111835391728,-0.107337755645571,0.502569025008173,-0.0627730607946347,0.449731591743131,0.991808901366124,0.99252103851532,0.982365881415123,0.997247983617996,0.984432752394759,0.996728481745887,"63","18","19","100","75","107","91"
"GBHE",51,"Great Blue Heron","Ardea herodias",137,0,0,0,0,0,"Wading Bird",NA,NA,"|",NA,NA,2523.4,36.6,1.16828245017656,"Neutral","Neutral","Negative","Positive","Negative","Y","Less urban-associated","More urban-associated, lower overall occupancy",-0.234549135192091,-0.234859042818537,-0.608845947142857,0.144682224969752,-0.548996405150355,0.0817706194925322,0.143575615207815,0.142919425842404,-0.2502724221489,0.54391381783459,-0.188679569786749,0.479823873599416,-0.399134203479347,-0.39572983153485,-0.776032764020383,-0.0335083691423163,-0.712264749336228,-0.0949841989578676,0.280211274995153,0.280265714036605,-0.0147742073924525,0.574082083560466,0.0310027759997574,0.527536831703822,-0.301601125992615,-0.301271611802811,-0.638392368096611,0.0326369393039181,-0.583995729920944,-0.0222900105870237,0.990762835259194,0.991665611708757,0.979403550828496,0.996851741165515,0.98211966760481,0.996284917812955,"84","56","104","137","103","122","87"
"GHOW",52,"Great Horned Owl","Bubo virginianus",7,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1354.5,32,0.325082973391448,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.78480248490431,-0.768342838428838,-1.70278487227952,0.0329645123151331,-1.53779332606389,-0.08980801162979,-0.338428872103982,-0.332715105600312,-0.969742853869684,0.264134413058006,-0.859653418785017,0.165047764415852,-0.110261726356101,-0.111215951948871,-0.698714046781878,0.481514832022715,-0.599097328718338,0.386078693946042,0.00623608196155702,0.00828919114436022,-0.589435946786594,0.599802172349376,-0.490979653494788,0.499297599596126,-0.00191763638127253,-0.00420302942845404,-0.554971152844248,0.569409212104648,-0.463619835462567,0.470313832956183,0.970753861045191,0.995470096899305,0.746304523490655,0.999833480348567,0.853297158020012,0.999721882446298,"37","2","36","132","84","30","110"
"GIFL",53,"Gilded Flicker","Colaptes chrysoides",36,0,0,1,0,0,NA,2,NA,NA,NA,"S",111,27.5,0.950270539233235,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.752267426382113,-0.743608634552481,-1.31742939384638,-0.239385768976781,-1.2194440765483,-0.318190513124579,-0.186379529711189,-0.181278380996742,-0.70198478183333,0.298999272901435,-0.613273760145081,0.224808049298546,-0.319414212070247,-0.318748004267218,-0.767760598996245,0.13432630597214,-0.694732685465798,0.0550947511374403,-0.115873914717436,-0.112323106099537,-0.57942220104147,0.332977818867946,-0.505665199979375,0.262064581542885,0.301227613598508,0.29697782759854,-0.15890391149704,0.788882083459958,-0.0863839562333597,0.707533775590109,0.855998161136829,0.888562600600023,0.551569326716171,0.982247286881995,0.622661819513128,0.975835315827234,"42","7","21","89","70","108","3"
"GIWO",54,"Gila Woodpecker","Melanerpes uropygialis",361,0,0,1,0,0,NA,2,NA,NA,NA,NA,64.7,21.8,1.6094379124341,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,0.0273577452655826,0.0284411251210994,-0.247695881360946,0.300919777611834,-0.204178596675925,0.256952515088538,0.221217227651138,0.220443816025148,-0.110026793459724,0.557850147907039,-0.0582776784922883,0.502017840160118,-0.033654255616875,-0.0330978468735491,-0.313770164552702,0.24459439104543,-0.270543288013457,0.200360958247482,0.0153391898009966,0.0158339676972942,-0.236795012574958,0.260066999718625,-0.195473800756525,0.221539446427132,0.19581094171765,0.193363650441732,-0.0527225536410645,0.458782491276448,-0.0154937304175431,0.414615454770438,0.982114362665796,0.983406364453673,0.962903129134277,0.993723845201532,0.967144518755739,0.992599960046425,"112","83","40","84","34","135","58"
"GREG",55,"Great Egret","Ardea alba",74,0,0,0,0,0,"Wading Bird",NA,NA,NA,NA,NA,871.3,32.1,1.27985422583367,"Neutral","Neutral","Neutral","Positive","Neutral","Y",NA,"Lower overall occupancy",-0.116228437513789,-0.1178834980296,-0.655449742647201,0.418598142235367,-0.565314159415456,0.333262840337654,0.200689921198086,0.198098595767838,-0.297797265053403,0.715168023828722,-0.215076829102459,0.626201191973943,-0.423457718490361,-0.420213368730023,-0.955253153508276,0.0905338243642679,-0.86605920775655,0.00886487598833079,0.454396754831225,0.45243528084888,0.0879164036879922,0.831197440670249,0.147358902408416,0.768946847497971,-0.176600317434922,-0.181306058610673,-0.573384350570485,0.244128331214128,-0.513034537648184,0.175386106869428,0.998191499954266,0.99878906770093,0.993030367322303,0.999866051949988,0.994580521879982,0.999805355631349,"99","79","120","126","85","127","132"
"GRFL",56,"Gray Flycatcher","Empidonax wrightii",8,0,0,0,0,0,NA,2,NA,NA,NA,NA,12.3,21.3,0.325082973391448,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.807284407161481,-0.795053446495807,-1.65304183995584,-0.0289111531723319,-1.51597976578893,-0.149175297418767,0.110513589721633,0.111432290316117,-0.461916776692367,0.685506076157128,-0.370896279689669,0.592923589225069,-0.203943592420368,-0.201511660381946,-0.77672060862095,0.355434141191021,-0.683373909960554,0.266211781893421,-0.341374570719919,-0.334374345314161,-0.954277866844977,0.230592885977351,-0.852569818555877,0.144122347695436,0.139667389128688,0.135001364516539,-0.403605349837018,0.7050721676915,-0.320079522585466,0.610188737835635,0.938470285806994,0.970808495615062,0.660226245903063,0.997140048403574,0.765291768859829,0.995785696097435,"31","44","6","27","31","26","24"
"GRHE",57,"Green Heron","Butorides virescens",12,0,0,0,0,0,"Wading Bird",NA,NA,NA,NA,NA,201.5,32.2,1.08889997534522,"Neutral","Neutral","Negative","Neutral","Neutral","Y","Less urban-associated",NA,-0.460084282114476,-0.454913315726605,-1.15884443865588,0.218789545799719,-1.03984541765059,0.109635176292154,0.419275827406446,0.413809741167565,-0.135406613873399,0.996947038437715,-0.0477362993576382,0.901665160107875,-0.514131236688711,-0.51062599318239,-1.09211985141583,0.0504885174444398,-0.996861353193926,-0.0414313971703443,0.246700231829079,0.244741561756689,-0.206544314894335,0.710106208360583,-0.131791154688487,0.629954176706393,-0.308614133812993,-0.311948264079324,-0.755940511593881,0.15161261735935,-0.685293698918588,0.0774886352417678,0.991902973462029,0.994850457423738,0.966616566986447,0.999588563527998,0.975192722823578,0.999307076951767,"64","130","92","103","86","121","105"
"GRRO",58,"Greater Roadrunner","Geococcyx californianus",23,0,0,0,0,0,NA,NA,NA,NA,NA,NA,376,6.5,1.50478828368119,"Avoider","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-1.16071660502618,-1.1275734170581,-2.06097650415997,-0.450892928736145,-1.89166428434283,-0.552399434827259,-0.31744137197885,-0.317008524135021,-0.881558425082333,0.257949693869576,-0.789551413422648,0.159208640796749,-0.207111959112279,-0.205672563651077,-0.779487697120876,0.356937273945294,-0.679930252343011,0.264194716347348,0.228998306918894,0.219164724129197,-0.293228578183114,0.807078931947793,-0.217278989317,0.711327443599154,-0.285146776728971,-0.284749725759194,-0.805712094947835,0.235661811181781,-0.722362969226954,0.151431405193744,0.993891095023704,0.997434799389102,0.965777246853655,0.999803424847899,0.978770050142686,0.99968913749713,"10","3","85","109","1","134","123"
"GRYE",59,"Greater Yellowlegs","Tringa melanoleuca",4,0,0,0,0,1,"Shorebird",NA,NA,NA,NA,NA,161.7,50.2,0.500402423538188,"Neutral","Neutral","Neutral","Neutral","Neutral","N",NA,NA,-0.368567199623091,-0.357237838115985,-1.27188064632047,0.476883554249408,-1.12210845013914,0.349771305511678,0.311311745142529,0.308064898277309,-0.291889371690807,0.942613589623559,-0.19933592969586,0.832911243310359,-0.2390825849771,-0.23842486919588,-0.87247008980728,0.378637673072888,-0.760500150490669,0.277718957793165,0.35496516500974,0.351084610836561,-0.204910744985054,0.94059731299014,-0.115424891523393,0.836327745706744,-0.237217819876359,-0.235048719815524,-0.790807046257208,0.303675549991229,-0.696788504656447,0.220610693692962,0.967948547823184,0.984473102377603,0.833129259810581,0.99870316891373,0.881507505795832,0.99804607650806,"73","113","110","99","125","55","64"
